frame,time,phrase,speaker,keyframe,text_ko
20,0001.9,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
21,0002.0,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
22,0002.1,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
23,0002.2,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
24,0002.3,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
25,0002.4,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
26,0002.5,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
27,0002.6,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
28,0002.7,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
29,0002.8,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
30,0002.9,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
31,0003.0,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
32,0003.1,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
33,0003.2,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
34,0003.3,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
35,0003.4,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
36,0003.5,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
37,0003.6,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
38,0003.7,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
39,0003.8,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
40,0003.9,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
41,0004.0,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
42,0004.1,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
43,0004.2,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
44,0004.3,1,Mochi,phrase_01_mochi.jpg,"여기 봐, 주무. 밤인데 편의점이 별처럼 빛나."
45,0004.4,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
46,0004.5,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
47,0004.6,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
48,0004.7,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
49,0004.8,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
50,0004.9,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
51,0005.0,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
52,0005.1,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
53,0005.2,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
54,0005.3,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
55,0005.4,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
56,0005.5,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
57,0005.6,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
58,0005.7,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
59,0005.8,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
60,0005.9,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
61,0006.0,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
62,0006.1,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
63,0006.2,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
64,0006.3,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
65,0006.4,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
66,0006.5,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
67,0006.6,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
68,0006.7,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
69,0006.8,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
70,0006.9,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
71,0007.0,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
72,0007.1,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
73,0007.2,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
74,0007.3,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
75,0007.4,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
76,0007.5,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
77,0007.6,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
78,0007.7,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
79,0007.8,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
80,0007.9,2,Zumu,phrase_02_zumu.jpg,"와아, 간판에 작은 별이 숨어 있어!"
81,0008.0,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
82,0008.1,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
83,0008.2,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
84,0008.3,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
85,0008.4,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
86,0008.5,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
87,0008.6,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
88,0008.7,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
89,0008.8,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
90,0008.9,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
91,0009.0,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
92,0009.1,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
93,0009.2,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
94,0009.3,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
95,0009.4,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
96,0009.5,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
97,0009.6,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
98,0009.7,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
99,0009.8,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
100,0009.9,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
101,0010.0,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
102,0010.1,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
103,0010.2,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
104,0010.3,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
105,0010.4,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
106,0010.5,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
107,0010.6,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
108,0010.7,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
109,0010.8,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
110,0010.9,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
111,0011.0,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
112,0011.1,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
113,0011.2,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
114,0011.3,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
115,0011.4,3,Mochi,phrase_03_mochi.jpg,"비 냄새도 나고, 따뜻한 우유 냄새도 나."
116,0011.5,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
117,0011.6,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
118,0011.7,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
119,0011.8,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
120,0011.9,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
121,0012.0,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
122,0012.1,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
123,0012.2,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
124,0012.3,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
125,0012.4,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
126,0012.5,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
127,0012.6,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
128,0012.7,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
129,0012.8,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
130,0012.9,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
131,0013.0,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
132,0013.1,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
133,0013.2,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
134,0013.3,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
135,0013.4,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
136,0013.5,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
137,0013.6,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
138,0013.7,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
139,0013.8,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
140,0013.9,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
141,0014.0,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
142,0014.1,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
143,0014.2,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
144,0014.3,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
145,0014.4,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
146,0014.5,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
147,0014.6,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
148,0014.7,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
149,0014.8,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
150,0014.9,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
151,0015.0,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
152,0015.1,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
153,0015.2,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
154,0015.3,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
155,0015.4,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
156,0015.5,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
157,0015.6,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
158,0015.7,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
159,0015.8,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
160,0015.9,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
161,0016.0,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
162,0016.1,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
163,0016.2,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
164,0016.3,4,Zumu,phrase_04_zumu.jpg,그럼 조심히 들어가 보자. 내 꼬리빛은 약하게 켤게.
165,0016.4,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
166,0016.5,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
167,0016.6,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
168,0016.7,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
169,0016.8,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
170,0016.9,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
171,0017.0,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
172,0017.1,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
173,0017.2,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
174,0017.3,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
175,0017.4,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
176,0017.5,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
177,0017.6,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
178,0017.7,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
179,0017.8,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
180,0017.9,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
181,0018.0,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
182,0018.1,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
183,0018.2,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
184,0018.3,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
185,0018.4,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
186,0018.5,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
187,0018.6,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
188,0018.7,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
189,0018.8,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
190,0018.9,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
191,0019.0,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
192,0019.1,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
193,0019.2,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
194,0019.3,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
195,0019.4,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
196,0019.5,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
197,0019.6,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
198,0019.7,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
199,0019.8,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
200,0019.9,5,Mochi,phrase_05_mochi.jpg,"잠깐, 문 위에서 뭔가 반짝였어."
201,0020.0,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
202,0020.1,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
203,0020.2,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
204,0020.3,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
205,0020.4,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
206,0020.5,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
207,0020.6,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
208,0020.7,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
209,0020.8,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
210,0020.9,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
211,0021.0,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
212,0021.1,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
213,0021.2,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
214,0021.3,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
215,0021.4,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
216,0021.5,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
217,0021.6,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
218,0021.7,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
219,0021.8,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
220,0021.9,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
221,0022.0,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
222,0022.1,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
223,0022.2,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
224,0022.3,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
225,0022.4,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
226,0022.5,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
227,0022.6,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
228,0022.7,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
229,0022.8,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
230,0022.9,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
231,0023.0,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
232,0023.1,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
233,0023.2,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
234,0023.3,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
235,0023.4,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
236,0023.5,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
237,0023.6,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
238,0023.7,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
239,0023.8,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
240,0023.9,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
241,0024.0,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
242,0024.1,6,Zumu,phrase_06_zumu.jpg,센서야. 그런데 오늘은 별가루를 먹은 것 같아.
243,0024.2,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
